291.7761,288.672
290.994,288.3688
290.49,289.0084
290.6552,289.4013
290.646,289.4733
290.5733,289.4128
290.9379,289.9518
291.4716,290.704
291.9745,291.1461
291.9474,291.2292
291.456,290.7657
291.2998,290.4897
291.929,290.8648
292.8452,291.7787
293.3202,292.5975
293.0691,292.7081
292.8899,292.5129
292.9733,292.3921
292.8625,292.2513
292.8196,292.0296
292.2281,291.7068
291.1444,290.8848
289.9984,289.6638
289.3377,288.7156
289.0601,288.3336
288.8331,288.2014
288.6407,288.0047
288.55,287.8989
288.3736,287.9608
288.1864,287.9119
288.3786,287.9924
289.9377,289.105
290.6918,290.1346
290.9071,290.3965
290.9722,290.6976
291.6558,291.1874
292.3018,291.8777
292.5999,292.3219
293.0474,292.8174
293.2029,292.9628
292.8385,292.7781
292.1233,292.0936
291.3513,291.2518
291.2921,290.5588
290.8287,290.4442
290.3024,289.952
289.7228,289.5544
289.4028,289.0238
289.0554,288.5755
288.6818,288.2155
288.3747,287.8968
288.4231,287.9341
288.5713,288.0693
288.794,288.0372
288.9778,288.2287
289.6734,288.794
290.2299,289.854
291.894,291.141
292.9506,292.467
293.2702,292.8575
293.6352,293.3515
293.2263,293.1282
292.2857,292.3437
291.8349,291.6259
291.6615,291.331
291.7848,291.3116
291.4367,290.893
291.1851,290.4654
291.242,290.4169
291.1188,290.4543
291.1546,290.468
290.589,290.3745
291.4402,291.1283
291.3242,291.093
290.9036,290.7887
290.2859,290.2418
289.7931,289.6498
289.7242,289.3783
289.983,289.5502
290.951,290.3431
291.7173,291.6173
292.6062,292.6235
293.3017,293.0954
292.9476,292.0924
291.9825,290.9325
291.3897,290.3549
291.3913,290.3237
291.4089,290.2682
290.8441,289.7668
290.2418,289.2306
289.9896,288.8986
290.3373,288.6299
290.3813,288.9062
290.3118,289.0117
290.3078,289.0926
290.4344,289.2047
290.6292,289.3972
290.8564,289.6764
291.0135,289.871
290.7162,289.6882
290.3987,289.3597
289.9845,289.2075
289.9452,289.2837
290.1725,289.757
290.7863,290.5357
291.6265,291.7189
292.4506,292.5507
293.1005,293.1721
293.4673,293.6305
293.7171,293.7686
293.4797,293.596
293.203,293.0632
293.045,292.8667
292.531,292.2926
291.7937,291.4611
291.1417,290.5681
290.4594,289.6257
289.9169,288.9882
289.4999,288.6
289.1976,288.2918
288.9833,287.9889
288.8217,287.8324
288.6734,287.8407
288.5031,287.7968
288.6116,287.7281
288.8619,288.041
289.4183,288.9746
290.7029,290.1436
291.6305,291.4093
292.4572,292.3767
293.4654,293.284
294.0808,293.9841
294.5292,294.3464
294.6842,294.6365
294.8204,294.6779
294.6006,294.5085
294.1418,294.1452
293.5872,293.5015
292.8389,292.5728
292.0896,291.4335
291.4041,290.5593
290.87,289.9072
290.4585,289.2952
